49	0	0.659659	0.815270	0.0000000000	1
50	0	0.882704	0.815270	0.0000000000	1
51	0	0.575165	0.815270	0.0000000000	0
52	0	1.013886	0.815270	0.0000000000	0
53	0	0.737514	0.815270	0.0000000000	1
54	1	1.149600	0.815270	0.0000000000	1
55	0	0.796623	0.815270	0.0000000000	0
56	0	1.203856	0.815270	0.0000000000	1
57	0	1.194137	0.815270	0.0000000000	1
58	0	0.763516	0.815270	0.0000000000	1
59	1	0.844320	0.815270	0.0000000000	0
60	0	0.961785	0.815270	0.0000000000	0
61	0	1.425749	0.815270	0.0000000000	1
62	1	1.057028	0.815270	0.0000000000	1
63	1	0.538981	0.815270	0.0000000000	1
64	0	1.047981	0.815270	0.0000000000	1
65	1	1.350686	0.815270	0.0000000000	0
66	0	1.014053	0.815270	0.0000000000	0
67	1	0.655428	0.815270	0.0000000000	1
68	1	0.944921	0.815270	0.0000000000	0
69	0	0.666247	0.815270	0.0000000000	0
70	0	1.054182	0.815270	0.0000000000	1
71	1	0.486954	0.815270	0.0000000000	0
72	0	1.399651	0.815270	0.0000000000	1
73	0	1.106063	0.815270	0.0000000000	0
74	0	0.567305	0.815270	0.0000000000	1
75	0	1.171906	0.815270	0.0000000000	1
76	0	0.496791	0.815270	0.0000000000	0
77	0	0.832551	0.815270	0.0000000000	1
78	1	0.877298	0.815270	0.0000000000	1
79	0	0.501365	0.815270	0.0000000000	0
80	1	0.811099	0.815270	0.0000000000	1
81	0	0.598771	0.815270	0.0000000000	0
82	1	0.690037	0.815270	0.0000000000	0
83	0	0.546438	0.815270	0.0000000000	0
84	1	0.497974	0.815270	0.0000000000	1
85	0	3.528647	0.815270	0.0000000000	0
86	0	0.494411	0.815270	0.0000000000	0
87	0	0.669416	0.815270	0.0000000000	1
88	0	0.585230	0.815270	0.0000000000	0
89	0	0.887012	0.815270	0.0000000000	0
90	1	0.533806	0.815270	0.0000000000	0
91	0	0.791989	0.815270	0.0000000000	1
92	0	0.567339	0.815270	0.0000000000	1
93	1	1.218311	0.815270	0.0000000000	0
94	0	0.602425	0.815270	0.0000000000	0
95	0	0.547600	0.815270	0.0000000000	1
96	0	1.410361	0.815270	0.0000000000	1
97	1	0.527619	0.815270	0.0000000000	1
98	0	0.792876	0.815270	0.0000000000	1
99	1	0.734430	0.815270	0.0000000000	0
100	0	0.798088	0.815270	0.0000000000	0
101	0	0.613791	0.815270	0.0000000000	1
102	0	1.089780	0.815270	0.0000000000	1
103	0	1.240065	0.815270	0.0000000000	1
104	1	0.859632	0.815270	0.0000000000	1
105	0	0.817292	0.815270	0.0000000000	0
106	0	1.223186	0.815270	0.0000000000	0
107	0	1.987080	0.815270	0.0000000000	1
108	0	0.555352	0.815270	0.0000000000	0
109	0	0.742947	0.815270	0.0000000000	0
110	0	0.927480	0.815270	0.0000000000	0
111	1	0.640768	0.815270	0.0000000000	0
112	0	1.195524	0.815270	0.0000000000	0
113	1	0.565129	0.815270	0.0000000000	1
114	0	1.511110	0.815270	0.0000000000	0
115	1	0.538754	0.815270	0.0000000000	1
116	0	0.932147	0.815270	0.0000000000	1
117	0	0.894365	0.815270	0.0000000000	0
118	0	0.490091	0.815270	0.0000000000	1
119	1	0.684309	0.815270	0.0000000000	0
120	0	0.656767	0.815270	0.0000000000	1
121	1	1.141406	0.815270	0.0000000000	1
122	0	0.833222	0.815270	0.0000000000	0
123	0	0.662052	0.815270	0.0000000000	1
124	1	0.636729	0.815270	0.0000000000	0
125	0	0.619694	0.815270	0.0000000000	1
126	0	0.757513	0.815270	0.0000000000	0
127	0	0.740212	0.815270	0.0000000000	1
128	1	1.950289	0.815270	0.0000000000	0
129	1	1.071679	0.815270	0.0000000000	1
130	0	1.724298	0.815270	0.0000000000	1
131	1	0.545534	0.815270	0.0000000000	0
132	0	0.727178	0.815270	0.0000000000	0
133	0	0.923588	0.815270	0.0000000000	1
134	1	1.007924	0.815270	0.0000000000	1
135	1	0.687744	0.815270	0.0000000000	1
136	1	0.641688	0.815270	0.0000000000	0
