1	0	0.965000	0.815270	0.0000000000	1
2	0	1.582253	0.815270	0.0000000000	0
3	0	0.631592	0.815270	0.0000000000	1
4	1	1.608709	0.815270	0.0000000000	0
5	0	0.542499	0.815270	0.0000000000	0
6	1	0.902837	0.815270	0.0000000000	1
7	0	0.763158	0.815270	0.0000000000	1
8	0	1.822378	0.815270	0.0000000000	1
9	1	1.173745	0.815270	0.0000000000	0
10	0	0.633895	0.815270	0.0000000000	0
11	0	1.283379	0.815270	0.0000000000	1
12	0	0.824102	0.815270	0.0000000000	1
13	0	0.831701	0.815270	0.0000000000	1
14	1	1.399826	0.815270	0.0000000000	1
15	0	1.883159	0.815270	0.0000000000	0
16	0	2.293349	0.815270	0.0000000000	0
17	0	0.578449	0.815270	0.0000000000	0
18	0	0.676950	0.815270	0.0000000000	0
19	1	0.597556	0.815270	0.0000000000	1
20	0	0.591379	0.815270	0.0000000000	1
21	0	1.471106	0.815270	0.0000000000	0
22	1	0.995970	0.815270	0.0000000000	0
23	0	1.840474	0.815270	0.0000000000	1
24	0	0.874704	0.815270	0.0000000000	1
25	0	1.042124	0.815270	0.0000000000	0
26	0	0.909253	0.815270	0.0000000000	0
27	0	0.945561	0.815270	0.0000000000	1
28	1	0.641280	0.815270	0.0000000000	1
29	0	0.806839	0.815270	0.0000000000	0
30	0	0.655442	0.815270	0.0000000000	1
31	1	1.258164	0.815270	0.0000000000	0
32	0	0.538789	0.815270	0.0000000000	0
33	0	0.911226	0.815270	0.0000000000	0
34	1	0.589380	0.815270	0.0000000000	1
35	0	0.516753	0.815270	0.0000000000	1
36	1	1.087939	0.815270	0.0000000000	0
37	0	0.894848	0.815270	0.0000000000	0
38	0	0.873615	0.815270	0.0000000000	0
39	0	0.750090	0.815270	0.0000000000	0
40	0	0.745643	0.815270	0.0000000000	0
41	0	1.280362	0.815270	0.0000000000	1
42	1	1.743446	0.815270	0.0000000000	0
43	0	0.917320	0.815270	0.0000000000	0
44	0	0.869277	0.815270	0.0000000000	1
45	0	0.912420	0.815270	0.0000000000	0
46	0	1.451902	0.815270	0.0000000000	1
47	0	1.424257	0.815270	0.0000000000	0
48	0	0.801352	0.815270	0.0000000000	1
